category_path,emission_type,fuel_type,factor_value,unit_cn,source
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,云南,0.1333,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,陕西,0.6335,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,甘肃,0.4471,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,青海,0.1796,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,宁夏,0.6187,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,新疆,0.6021,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量） > 全国电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量）,全国电力平均二氧化碳排放因子（不包括市场化交易的非化石能源电量）,全国,0.6096,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 化石能源电力二氧化碳排放因子 > 全国化石能源电力二氧化碳排放因子,全国化石能源电力二氧化碳排放因子,全国,0.8273,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,电煤,96.2,因子  (tCO₂/TJ),本土化数据，经核查的全国碳排放权交易市场火电企业实测数据
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,无烟煤,98.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,炼焦烟煤,94.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,一般烟煤,94.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,褐煤,101.2,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,煤制品,97.5,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,焦炭,107.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,焦炉煤气,44.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,高炉煤气,259.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,转炉煤气,181.9,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 二氧化碳,二氧化碳,其他煤气,44.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,无烟煤,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,炼焦烟煤,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,一般烟煤,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,褐煤,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,煤制品,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,焦炭,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,焦炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,高炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,转炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,其他煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,无烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,炼焦烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,一般烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,褐煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,煤制品,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,焦炭,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,焦炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,高炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,转炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,其他煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,原油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,汽油,69.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,煤油,71.9,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,柴油,74.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,燃料油,77.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石脑油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,润滑油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石蜡,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,溶剂油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石油沥青,80.7,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石油焦,97.5,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,液化石油气,63.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,炼厂干气,57.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,其他石油制品,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,原油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,汽油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,煤油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,柴油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,燃料油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石脑油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,润滑油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石蜡,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,溶剂油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石油沥青,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石油焦,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,液化石油气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
电力、热力、燃气及水生产和供应业 > 发电企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,炼厂干气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
