activity_name,product_name,geography,time_period,sector,unit,cas_number
"heat and power co-generation, natural gas, 500kW electrical, lean burn","electricity, high voltage",CH,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, 500kW electrical, lean burn","electricity, high voltage",RoW,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, 500kW electrical, lean burn","heat, district or industrial, natural gas",RoW,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, 50kW electrical, lean burn","electricity, low voltage",CH,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, 50kW electrical, lean burn","heat, central or small-scale, natural gas",CH,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, 50kW electrical, lean burn","electricity, low voltage",Europe without Switzerland,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, 50kW electrical, lean burn","heat, central or small-scale, natural gas",Europe without Switzerland,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, 50kW electrical, lean burn","electricity, low voltage",RoW,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, 50kW electrical, lean burn","heat, central or small-scale, natural gas",RoW,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",AT,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",AT,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",AU,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",AU,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",BE,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",BE,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",BG,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",BG,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",DE,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",DE,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",DK,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",DK,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",ES,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",ES,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",FI,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",FI,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",GB,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",GB,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",GR,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",GR,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",HR,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",HR,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",HU,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",HU,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",IR,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",IR,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",IT,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",IT,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",KR,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",KR,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",LT,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",LT,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",LU,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",LU,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",LV,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",LV,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",MK,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",MK,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",NL,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",NL,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",NO,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",NO,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",PL,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",PL,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",PT,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",PT,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",RO,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",RO,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",RoW,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",RoW,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",RU,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",RU,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",SA,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",SA,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",SK,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",SK,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",TR,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",TR,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-ASCC,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-ASCC,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-MRO,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-MRO,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-NPCC,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-NPCC,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-RFC,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-RFC,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-SERC,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-SERC,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-TRE,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-TRE,2000 - 2025,Heat; Electricity,kWh,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","heat, district or industrial, natural gas",US-WECC,2000 - 2025,Heat; Electricity,MJ,
"heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical","electricity, high voltage",US-WECC,2000 - 2025,Heat; Electricity,kWh,
